user_id,signup_date,last_active_date,plan_type,num_logins,num_features_used,avg_session_length,region,churned
1079,2021-07-21,2021-09-23,basic,13,4,11.8,EU,True
1080,2021-09-27,2021-10-20,free,9,10,6.6,NA,True
1081,2021-09-28,2021-12-15,basic,17,3,7.1,NA,True
1082,2022-04-01,2022-09-26,basic,16,9,4.4,NA,True
1083,2022-04-07,2022-10-15,basic,17,3,11.4,APAC,True
1084,2022-12-28,2023-01-21,free,13,6,6.0,NA,False
1085,2021-09-09,2022-04-11,free,18,1,4.8,APAC,True
1086,2022-12-03,2023-02-21,free,12,6,13.8,EU,False
1087,2021-10-23,2021-11-30,free,17,4,12.3,APAC,True
1088,2022-12-26,2023-04-15,basic,18,8,9.0,APAC,False
1089,2022-12-21,2023-02-18,free,14,9,9.6,NA,False
1090,2021-12-04,2022-01-15,basic,12,4,2.8,NA,True
1091,2021-02-22,2021-06-11,basic,15,10,12.8,NA,True
1092,2021-08-05,2021-08-30,basic,11,10,7.9,NA,True
1093,2021-07-07,2021-08-12,premium,12,6,11.0,EU,True
1094,2022-01-15,2022-03-07,basic,17,1,2.5,NA,True
1095,2022-05-08,2022-06-03,basic,16,4,12.9,NA,True
1096,2021-02-10,2021-03-28,basic,10,7,7.7,NA,True
1097,2021-06-06,2021-08-21,free,16,1,5.9,APAC,True
1098,2021-01-15,2021-05-16,premium,14,8,9.0,NA,True
1099,2021-03-06,2021-07-15,free,18,10,8.2,NA,True
1100,2022-06-05,2022-11-07,free,13,6,13.2,NA,True
1101,2021-12-10,2022-04-11,basic,16,5,8.7,APAC,True
1102,2021-05-09,2021-08-19,free,21,10,14.1,EU,True
1103,2022-10-10,2022-11-03,premium,12,9,11.0,NA,True
1104,2022-04-17,2022-06-02,basic,16,2,12.7,NA,True
1105,2021-03-04,2021-05-01,premium,13,5,10.0,NA,True
1106,2021-05-19,2021-05-26,basic,16,6,13.8,NA,True
1107,2022-05-14,2022-07-20,basic,19,7,6.5,APAC,True
1108,2022-08-16,2022-10-06,premium,8,5,10.3,EU,True
1109,2022-01-27,2022-06-21,free,12,9,8.8,NA,True
1110,2022-11-06,2023-10-15,premium,17,1,14.2,APAC,False
1111,2022-02-23,2022-05-07,free,14,7,14.5,NA,True
1112,2021-10-16,2021-11-20,basic,7,10,10.0,EU,True
1113,2022-01-14,2022-01-17,free,14,7,6.1,APAC,True
1114,2022-05-05,2022-12-23,basic,16,4,11.3,NA,True
1115,2021-08-19,2022-04-02,free,18,9,5.0,EU,True
1116,2021-02-10,2021-03-08,premium,14,5,14.9,NA,True
1117,2021-01-28,2021-05-14,premium,19,4,8.6,NA,True
1118,2021-05-15,2021-05-22,premium,15,7,9.9,NA,True
1119,2021-07-20,2021-08-05,free,18,4,8.0,NA,True
1120,2021-02-02,2021-02-23,basic,17,3,7.3,EU,True
1121,2021-02-17,2021-03-20,basic,12,9,12.2,APAC,True
1122,2022-05-18,2023-09-23,free,20,8,9.5,EU,False
1123,2022-02-11,2022-05-29,free,15,1,10.1,APAC,True
1124,2022-07-28,2022-09-09,basic,7,7,7.0,APAC,True
1125,2022-12-29,2023-04-28,basic,12,9,12.6,NA,False
1126,2021-04-09,2021-11-17,basic,14,8,12.9,NA,True
1127,2022-11-15,2023-08-28,basic,12,8,9.4,NA,False
1128,2022-12-27,2023-01-01,free,19,6,13.8,EU,False
1129,2022-07-01,2022-08-15,free,16,4,9.7,APAC,True
1130,2022-09-05,2022-09-15,free,14,8,12.3,NA,True
1131,2022-04-07,2022-05-13,premium,14,3,5.1,EU,True
1132,2022-10-05,2022-10-21,free,16,9,11.1,EU,True
1133,2021-01-05,2021-04-08,free,15,2,9.2,EU,True
1134,2021-08-06,2021-09-19,free,10,2,10.5,NA,True
1135,2022-05-18,2022-06-10,premium,19,7,10.3,NA,True
1136,2022-02-02,2022-03-01,premium,16,10,10.4,NA,True
1137,2022-01-28,2022-03-09,basic,13,4,11.8,NA,True
1138,2021-07-26,2021-08-22,basic,19,10,8.3,NA,True
1139,2021-01-15,2021-03-10,basic,17,8,11.7,EU,True
1140,2022-07-08,2022-07-10,free,15,9,13.7,NA,True
1141,2022-04-06,2022-05-05,premium,12,7,5.8,APAC,True
1142,2022-11-22,2023-01-08,basic,18,5,7.7,EU,False
1143,2022-07-29,2022-10-20,basic,20,8,7.8,EU,True
1144,2021-08-29,2021-09-26,basic,20,4,6.7,NA,True
1145,2022-07-18,2022-07-30,basic,13,2,8.6,EU,True
1146,2021-04-06,2021-04-13,basic,16,6,13.1,APAC,True
1147,2022-04-30,2023-01-09,premium,11,9,14.3,NA,False
1148,2022-02-11,2022-03-31,premium,18,1,10.3,NA,True
1149,2021-08-19,2021-11-05,basic,12,10,9.0,EU,True
1150,2022-10-17,2023-05-31,basic,11,7,12.4,NA,False
1151,2021-06-20,2021-06-27,free,19,10,2.9,NA,True
1152,2022-06-25,2022-12-30,basic,11,9,6.8,NA,True
1153,2021-02-05,2021-04-18,free,16,10,3.0,NA,True
1154,2022-06-09,2022-06-25,basic,12,9,6.8,EU,True
1155,2021-06-09,2021-07-26,premium,11,10,7.7,NA,True
1156,2022-11-30,2023-04-14,basic,14,3,14.4,APAC,False
1157,2021-08-31,2021-10-28,basic,13,5,1.7,EU,True
1158,2021-03-27,2022-04-10,free,15,8,8.7,EU,True
1159,2022-08-01,2022-09-12,free,14,8,11.9,EU,True
1160,2022-11-13,2023-03-17,basic,12,4,11.2,APAC,False
1161,2022-07-11,2022-08-24,free,14,1,14.4,NA,True
1162,2022-07-28,2023-01-03,free,16,1,10.5,APAC,False
1163,2022-10-08,2022-12-22,basic,11,4,11.1,EU,True
1164,2021-01-28,2021-02-02,basic,13,6,4.5,EU,True
1165,2022-09-12,2022-09-15,basic,16,8,7.0,EU,True
1166,2022-07-10,2022-07-22,free,7,6,4.7,NA,True
1167,2021-12-06,2021-12-07,basic,13,9,11.7,NA,True
1168,2021-11-27,2021-12-04,basic,17,9,11.0,EU,True
1169,2022-10-02,2023-01-15,basic,12,2,10.9,NA,False
1170,2022-05-21,2022-07-28,basic,10,10,7.4,EU,True
1171,2021-12-14,2022-04-17,free,12,1,7.1,NA,True
1172,2022-04-18,2022-11-23,basic,19,2,10.6,NA,True
1173,2021-08-19,2021-11-06,basic,20,5,8.0,NA,True
1174,2021-07-09,2021-11-02,premium,24,4,6.9,NA,True
1175,2021-08-13,2021-12-18,basic,9,4,8.5,EU,True
1176,2022-01-20,2022-03-03,basic,8,9,8.0,NA,True
1177,2022-01-12,2022-02-05,basic,22,8,7.4,APAC,True
1178,2021-10-10,2021-10-30,basic,18,6,6.3,EU,True
1179,2022-09-25,2022-10-21,premium,15,1,11.3,NA,True
1180,2022-09-20,2022-10-18,basic,14,2,14.7,EU,True
1181,2021-09-16,2021-10-06,basic,21,6,9.9,APAC,True
1182,2021-12-25,2022-07-02,basic,20,2,10.7,EU,True
1183,2022-12-11,2023-04-17,basic,6,10,11.6,NA,False
1184,2022-04-01,2022-04-05,basic,18,5,11.1,APAC,True
1185,2022-02-15,2022-03-15,premium,19,5,7.5,EU,True
1186,2022-10-11,2022-10-13,basic,14,6,15.2,NA,True
1187,2021-11-14,2022-01-15,basic,13,6,7.7,NA,True
1188,2022-11-08,2023-01-05,premium,16,6,11.9,EU,False
1189,2021-08-13,2022-01-20,free,8,2,11.6,NA,True
1190,2021-08-22,2021-09-24,free,8,10,4.1,APAC,True
1191,2022-11-15,2023-04-16,free,17,3,8.9,NA,False
1192,2022-10-26,2023-08-31,premium,12,6,10.2,APAC,False
1193,2022-01-09,2022-01-17,free,15,8,10.4,EU,True
1194,2022-11-03,2023-03-24,free,13,1,10.9,NA,False
1195,2022-08-31,2022-11-19,free,15,1,12.3,NA,True
1196,2022-04-17,2022-06-14,free,15,2,10.0,EU,True
1197,2021-08-21,2021-10-09,free,15,6,11.1,EU,True
1198,2022-11-23,2023-04-10,basic,10,9,9.9,EU,False
1199,2021-04-23,2021-07-23,basic,9,4,6.9,NA,True
1200,2022-05-12,2022-10-06,free,9,3,10.1,NA,True
1201,2022-03-18,2022-10-14,free,16,8,12.2,NA,True
1202,2022-07-18,2022-10-12,free,10,10,13.3,EU,True
1203,2021-09-25,2022-09-14,free,22,9,11.6,NA,True
1204,2022-05-25,2022-08-17,basic,15,5,14.0,NA,True
1205,2022-01-21,2022-04-22,basic,13,9,11.3,EU,True
1206,2022-01-22,2022-04-04,free,12,2,12.6,APAC,True
1207,2021-04-23,2021-05-01,basic,17,3,12.8,NA,True
1208,2022-09-05,2022-12-30,free,16,7,9.3,NA,True
1209,2022-09-17,2022-11-27,premium,7,7,12.2,EU,True
1210,2021-03-22,2021-05-14,basic,18,6,7.2,EU,True
1211,2022-11-30,2023-07-05,basic,15,6,11.0,NA,False
1212,2021-04-23,2021-05-24,free,9,2,11.7,APAC,True
1213,2021-01-02,2021-03-09,premium,15,10,13.2,APAC,True
1214,2022-10-04,2023-01-19,free,13,6,12.5,NA,False
1215,2021-08-08,2021-12-29,free,18,4,13.2,NA,True
1216,2022-07-20,2022-09-13,free,16,3,9.7,EU,True
1217,2021-08-13,2022-01-26,free,10,2,9.0,EU,True
1218,2022-01-20,2022-05-31,premium,16,1,9.2,NA,True
1219,2022-02-07,2022-02-13,basic,14,5,10.8,EU,True
1220,2022-09-30,2022-10-04,free,16,2,4.6,EU,True
1221,2021-05-10,2021-08-05,basic,12,2,14.0,NA,True
1222,2021-02-22,2021-04-01,premium,20,7,10.1,EU,True
1223,2022-11-15,2022-12-06,premium,13,8,8.8,APAC,True
1224,2022-12-31,2023-03-19,basic,19,10,2.4,NA,False
1225,2022-11-03,2022-12-10,premium,17,8,9.9,NA,True
1226,2022-12-11,2023-02-18,premium,15,4,9.4,NA,False
1227,2022-02-20,2022-04-16,basic,19,1,7.3,APAC,True
1228,2021-09-04,2021-11-22,free,18,7,8.0,APAC,True
1229,2022-03-15,2022-04-30,basic,17,1,9.9,NA,True
1230,2021-07-22,2021-11-06,premium,19,4,8.2,EU,True
1231,2021-07-03,2021-07-20,free,15,8,11.7,EU,True
1232,2021-05-03,2021-08-18,premium,14,2,7.8,EU,True
1233,2022-02-05,2022-03-24,free,18,6,10.5,NA,True
1234,2021-10-21,2022-04-25,free,10,6,13.5,NA,True
1235,2021-10-07,2021-12-11,free,11,9,9.9,NA,True
1236,2022-09-02,2023-07-24,free,14,5,11.1,EU,False
1237,2021-07-17,2021-10-07,premium,15,10,10.9,NA,True
1238,2022-05-26,2022-06-17,premium,9,4,10.0,APAC,True
1239,2021-05-24,2021-10-26,premium,17,5,9.8,NA,True
1240,2022-09-01,2022-10-09,basic,15,10,8.3,NA,True
1241,2021-07-20,2021-08-27,free,16,5,10.5,EU,True
1242,2021-05-04,2021-05-06,basic,13,8,9.2,EU,True
1243,2021-07-06,2021-09-15,basic,10,10,14.6,NA,True
1244,2021-11-22,2022-01-29,basic,15,8,12.4,NA,True
1245,2022-04-09,2022-05-18,free,10,2,5.6,APAC,True
1246,2021-12-15,2022-07-05,basic,12,7,5.8,NA,True
1247,2022-10-22,2022-11-03,basic,18,8,9.6,NA,True
1248,2022-02-07,2022-03-15,premium,13,6,8.8,APAC,True
1249,2021-12-12,2022-01-15,premium,17,5,9.5,NA,True
1250,2022-05-26,2022-06-03,basic,11,9,12.0,NA,True
1251,2021-05-27,2021-07-25,basic,11,3,10.9,NA,True
1252,2021-05-28,2021-09-09,basic,17,10,10.9,NA,True
1253,2022-12-12,2023-02-14,free,16,4,14.3,NA,False
1254,2022-05-04,2022-05-19,premium,22,9,5.8,NA,True
1255,2022-10-02,2022-11-13,premium,11,6,10.3,NA,True
1256,2022-07-05,2022-07-05,basic,14,8,8.3,NA,True
1257,2021-12-04,2022-06-04,free,14,7,14.3,EU,True
1258,2022-10-03,2022-10-10,free,17,2,3.4,NA,True
1259,2022-04-18,2022-07-08,basic,21,3,3.5,NA,True
1260,2021-05-31,2022-06-20,free,11,1,10.9,APAC,True
1261,2022-02-19,2022-04-29,premium,14,9,13.4,EU,True
1262,2021-10-25,2022-06-13,free,15,7,12.3,NA,True
1263,2022-09-03,2022-09-27,free,12,1,7.6,APAC,True
1264,2021-09-20,2022-01-26,premium,12,3,14.5,NA,True
1265,2021-05-24,2021-07-31,basic,14,4,6.3,NA,True
1266,2021-12-12,2022-04-05,free,12,4,13.9,EU,True
1267,2022-09-16,2022-09-21,free,20,5,6.7,EU,True
1268,2022-07-26,2022-08-09,free,16,3,8.9,NA,True
1269,2021-01-02,2021-01-14,basic,13,3,11.9,NA,True
1270,2021-10-31,2022-02-12,free,18,1,5.6,EU,True
1271,2021-09-11,2022-02-25,basic,12,7,14.4,NA,True
1272,2022-10-14,2023-02-15,premium,15,10,8.9,APAC,False
1273,2022-03-29,2022-03-31,free,20,1,10.4,NA,True
1274,2021-02-06,2021-08-06,premium,16,2,13.5,APAC,True
1275,2021-06-09,2021-07-18,premium,18,4,7.6,EU,True
1276,2021-01-09,2021-02-23,free,13,4,13.2,APAC,True
1277,2021-08-21,2021-08-30,premium,11,5,14.9,EU,True
1278,2021-04-09,2021-08-07,basic,18,2,8.0,EU,True
1279,2022-10-21,2022-11-08,premium,9,4,14.1,NA,True
1280,2021-07-27,2021-10-09,basic,12,1,4.7,NA,True
1281,2021-05-11,2021-10-23,basic,15,2,11.2,NA,True
1282,2022-02-08,2022-02-16,basic,15,1,6.3,APAC,True
1283,2021-06-01,2021-08-08,premium,14,10,12.8,APAC,True
1284,2021-02-23,2021-03-18,basic,17,10,12.6,NA,True
1285,2021-04-30,2021-06-06,basic,14,4,16.2,NA,True
1286,2022-11-04,2022-12-31,premium,12,4,14.3,NA,False
1287,2022-09-20,2022-10-29,free,9,7,9.5,EU,True
1288,2022-08-10,2022-11-12,free,15,10,6.8,NA,True
1289,2022-09-17,2022-11-14,free,20,9,11.7,EU,True
1290,2022-02-24,2022-05-13,free,18,9,9.8,APAC,True
1291,2022-02-26,2022-06-26,free,17,5,14.7,NA,True
1292,2021-04-14,2021-06-26,premium,16,10,3.5,NA,True
1293,2021-09-11,2021-11-29,free,16,1,16.6,NA,True
1294,2021-08-15,2021-10-28,basic,9,1,11.6,NA,True
1295,2021-04-22,2021-06-03,free,12,6,7.6,NA,True
1296,2022-05-25,2022-07-01,premium,19,2,12.2,NA,True
1297,2022-04-18,2022-11-10,premium,14,8,13.9,APAC,True
1298,2021-04-09,2021-07-02,basic,9,9,10.3,NA,True
1299,2021-06-02,2021-06-27,premium,11,4,4.7,NA,True
1300,2021-12-04,2022-02-04,free,9,5,9.1,APAC,True
1301,2022-12-07,2023-01-12,premium,18,8,13.1,EU,False
1302,2021-06-12,2022-02-11,free,13,3,11.5,NA,True
1303,2022-12-21,2022-12-21,premium,15,5,9.5,EU,True
1304,2022-11-12,2022-12-04,free,16,3,13.9,NA,True
1305,2021-06-10,2021-07-20,basic,16,10,12.2,EU,True
1306,2022-08-03,2022-10-02,basic,21,3,12.4,EU,True
1307,2022-02-02,2022-07-23,free,15,3,8.8,EU,True
1308,2021-10-04,2021-10-12,free,13,7,8.5,NA,True
1309,2022-05-19,2022-10-13,free,15,7,4.9,APAC,True
1310,2022-01-27,2022-02-01,free,18,7,9.2,NA,True
1311,2021-05-15,2021-10-28,basic,17,10,12.8,NA,True
1312,2021-07-14,2021-07-18,free,17,8,9.4,NA,True
1313,2022-02-05,2022-02-06,free,11,5,11.3,NA,True
1314,2022-10-02,2023-01-17,free,27,5,13.3,NA,False
1315,2021-02-02,2022-07-17,premium,17,4,11.1,APAC,True
1316,2022-11-19,2023-06-11,free,12,7,11.4,APAC,False
1317,2022-04-05,2022-06-21,free,20,10,5.9,NA,True
1318,2022-04-15,2022-11-25,free,12,4,9.0,NA,True
1319,2022-01-10,2022-01-10,basic,9,2,15.2,NA,True
1320,2021-01-22,2021-12-20,premium,14,4,10.3,NA,True
1321,2022-11-01,2022-12-31,free,18,8,15.7,NA,False
1322,2021-02-07,2021-06-02,free,16,9,7.8,APAC,True
1323,2021-08-18,2022-01-19,basic,16,3,10.7,NA,True
1324,2021-12-31,2022-04-24,basic,12,7,8.9,NA,True
1325,2022-07-17,2022-09-23,free,18,9,11.8,NA,True
1326,2022-03-14,2022-05-11,basic,13,4,12.7,APAC,True
1327,2021-10-10,2022-03-23,premium,17,10,11.8,EU,True
1328,2021-01-27,2021-02-16,free,8,3,13.1,APAC,True
1329,2021-08-14,2022-06-19,basic,13,5,10.0,EU,True
1330,2021-10-04,2022-01-23,basic,11,1,9.4,NA,True
1331,2022-09-01,2022-09-21,basic,8,3,4.7,NA,True
1332,2021-10-11,2022-02-07,free,14,8,11.9,EU,True
1333,2022-04-26,2022-07-02,free,21,8,10.5,NA,True
1334,2022-03-29,2022-07-17,premium,19,4,9.8,EU,True
1335,2022-10-21,2023-03-01,premium,21,2,9.4,NA,False
1336,2022-05-31,2022-06-08,basic,20,8,9.9,NA,True
1337,2022-07-01,2022-09-02,basic,11,8,9.3,EU,True
1338,2021-07-11,2022-03-09,basic,14,10,8.4,EU,True
1339,2021-02-18,2021-03-24,basic,14,4,10.7,EU,True
1340,2022-05-27,2022-08-16,free,14,3,11.5,NA,True
1341,2021-01-17,2021-02-27,free,15,2,7.7,EU,True
1342,2021-06-21,2021-08-14,premium,14,9,8.8,NA,True
1343,2021-08-08,2021-10-18,free,26,1,9.4,NA,True
1344,2021-06-07,2021-08-17,premium,19,7,10.0,NA,True
1345,2022-04-22,2022-05-12,free,16,5,9.6,NA,True
1346,2021-02-15,2021-05-29,free,16,8,12.0,NA,True
1347,2022-01-08,2022-01-16,free,17,4,5.0,NA,True
1348,2022-06-02,2022-06-15,basic,11,7,5.6,NA,True
1349,2021-04-09,2021-04-09,premium,8,5,10.6,NA,True
1350,2021-02-06,2021-02-17,free,12,5,8.2,NA,True
1351,2021-10-07,2021-12-03,premium,8,9,12.7,NA,True
1352,2021-12-15,2022-03-08,basic,18,9,13.5,NA,True
1353,2022-05-12,2022-10-01,premium,20,9,10.7,EU,True
1354,2021-10-29,2021-11-08,free,16,6,6.8,NA,True
1355,2021-06-30,2021-12-18,premium,19,6,13.2,NA,True
1356,2022-08-30,2022-12-31,basic,14,5,10.6,NA,False
1357,2021-04-09,2021-05-26,free,19,9,5.5,EU,True
1358,2022-12-01,2023-08-01,free,17,10,5.8,APAC,False
1359,2021-04-26,2022-06-23,premium,11,8,14.6,EU,True
1360,2021-07-10,2021-07-30,premium,18,7,14.1,EU,True
1361,2021-09-10,2021-10-22,free,15,7,2.4,NA,True
1362,2021-06-10,2022-01-30,basic,13,6,5.9,EU,True
1363,2021-09-13,2022-01-06,premium,14,5,13.4,EU,True
1364,2021-11-19,2021-11-23,premium,17,4,9.9,NA,True
1365,2021-05-08,2021-09-21,premium,10,3,12.1,NA,True
1366,2021-01-18,2021-06-25,basic,12,3,9.8,NA,True
1367,2022-07-20,2022-11-21,basic,12,6,12.0,APAC,True
1368,2022-07-24,2022-12-15,free,21,4,10.0,EU,True
1369,2021-11-19,2022-04-24,free,21,6,8.7,EU,True
1370,2022-11-17,2022-12-05,basic,15,3,13.2,NA,True
1371,2022-09-18,2022-10-12,basic,15,4,10.6,NA,True
1372,2021-10-15,2022-01-13,free,15,9,12.0,NA,True
1373,2022-10-25,2023-05-27,premium,15,5,10.5,NA,False
1374,2022-10-01,2022-11-04,basic,15,7,8.5,APAC,True
1375,2021-06-04,2021-08-22,basic,20,10,14.8,EU,True
1376,2022-05-05,2022-08-16,basic,14,2,11.1,NA,True
1377,2022-01-21,2022-03-16,basic,11,5,8.9,APAC,True
1378,2021-04-14,2021-08-04,free,6,9,13.8,NA,True
1379,2022-01-28,2022-08-22,free,19,3,6.0,APAC,True
1380,2021-09-03,2021-11-30,free,19,9,16.7,NA,True
1381,2021-06-25,2021-09-02,free,20,6,9.5,NA,True
1382,2021-02-08,2021-03-31,basic,22,4,6.2,NA,True
1383,2022-04-22,2022-07-08,basic,14,7,15.7,NA,True
1384,2022-11-13,2022-12-22,free,20,8,8.6,NA,True
1385,2022-06-22,2022-08-05,basic,12,6,10.7,EU,True
1386,2022-02-12,2022-04-21,free,12,5,12.2,APAC,True
1387,2022-06-09,2022-06-15,premium,20,6,13.6,EU,True
1388,2022-05-21,2022-06-13,premium,12,5,10.9,NA,True
1389,2021-02-05,2021-04-16,free,19,8,8.1,EU,True
1390,2022-11-16,2023-01-05,basic,9,1,10.7,NA,False
1391,2021-01-20,2021-02-25,free,14,7,8.7,NA,True
1392,2021-11-17,2022-03-15,basic,18,10,10.7,EU,True
1393,2022-05-27,2022-09-10,basic,17,10,14.9,EU,True
1394,2022-02-04,2022-02-20,free,21,2,12.3,NA,True
1395,2022-10-16,2023-04-23,basic,15,9,10.6,NA,False
1396,2022-04-16,2022-06-16,free,9,1,12.2,APAC,True
1397,2021-05-23,2021-09-21,free,11,10,12.4,NA,True
1398,2021-04-02,2021-06-17,basic,18,6,6.8,NA,True
1399,2021-12-20,2023-06-19,free,19,9,10.1,EU,False
1400,2022-12-28,2023-05-02,basic,15,1,17.7,NA,False
1401,2021-02-20,2021-06-10,basic,8,4,13.6,NA,True
1402,2022-10-27,2023-03-11,premium,21,4,8.5,NA,False
1403,2022-11-29,2022-12-12,free,11,9,8.2,EU,True
1404,2022-07-29,2022-08-18,basic,19,5,8.1,EU,True
1405,2021-07-09,2021-10-29,basic,14,5,12.6,EU,True
1406,2021-05-05,2021-07-05,free,14,6,14.8,APAC,True
1407,2021-05-30,2021-10-03,premium,15,1,11.7,EU,True
1408,2021-11-10,2021-11-19,basic,16,1,10.5,NA,True
1409,2022-07-24,2022-10-01,basic,14,9,8.7,NA,True
1410,2021-12-08,2022-01-19,basic,16,3,11.0,EU,True
1411,2021-11-01,2021-12-25,premium,15,4,7.5,EU,True
1412,2022-11-23,2023-02-14,premium,11,1,4.2,EU,False
1413,2022-11-13,2023-01-14,basic,23,9,14.9,EU,False
1414,2021-02-23,2021-05-03,basic,15,8,7.0,NA,True
1415,2022-03-20,2022-05-18,free,19,2,9.0,NA,True
1416,2022-09-05,2022-10-22,free,15,8,12.0,NA,True
1417,2021-09-21,2022-02-01,basic,16,7,14.3,NA,True
1418,2021-02-22,2021-02-23,free,9,6,10.8,NA,True
1419,2022-07-26,2022-10-16,basic,27,1,6.4,EU,True
1420,2022-09-12,2022-11-26,free,10,7,9.1,EU,True
1421,2021-01-05,2021-04-28,free,14,10,8.0,NA,True
1422,2021-04-13,2021-07-04,basic,13,7,9.9,NA,True
1423,2021-07-15,2021-12-19,premium,15,9,13.7,NA,True
1424,2021-12-16,2022-09-29,free,19,1,2.4,NA,True
